locus_tag,WT.INPUT,WT.RHIZO,WT.GIFU,WT.NFR5,WT.COL0,NS.INPUT,NS.RHIZO,NS.GIFU,NS.NFR5,NS.COL0
R7A2020_22220,0.057,0.05,0.021,0.021,0.035,0.043,0.078,0.035,0.035,0.021
R7A2020_22225,0.043,0.063,0.034,0.02,0.034,0.034,0.092,0.04,0.049,0.04
R7A2020_22230,0.036,0.072,0.041,0.026,0.036,0.041,0.118,0.041,0.077,0.051
R7A2020_22235,0.039,0.05,0.028,0.006,0.022,0.028,0.056,0.034,0.034,0.028
R7A2020_22240,0.081,0.137,0.062,0.069,0.069,0.069,0.122,0.062,0.054,0.054
R7A2020_22245,0.059,0.117,0.062,0.059,0.062,0.073,0.128,0.073,0.066,0.051
R7A2020_22250,0.037,0.081,0.04,0.035,0.046,0.037,0.047,0.023,0.033,0.021
R7A2020_22255,0.105,0.167,0.099,0.086,0.105,0.117,0.167,0.086,0.068,0.074
R7A2020_22260,0.089,0.177,0.096,0.096,0.081,0.102,0.161,0.079,0.094,0.062
R7A2020_22265,0.066,0.119,0.073,0.05,0.055,0.078,0.154,0.08,0.064,0.066
R7A2020_22270,0.043,0.088,0.037,0.04,0.044,0.041,0.101,0.04,0.046,0.046
R7A2020_22275,0.085,0.145,0.089,0.065,0.065,0.065,0.145,0.065,0.081,0.048
R7A2020_22280,0.077,0.112,0.056,0.059,0.064,0.067,0.15,0.076,0.082,0.065
R7A2020_22285,0.009,0.034,0.017,0.015,0.017,0.024,0.053,0.028,0.028,0.024
R7A2020_22290,0.001,0,0,0,0,0,0.001,0,0,0.001
R7A2020_22295,0.044,0.069,0.028,0.05,0.031,0.053,0.092,0.028,0.056,0.05
R7A2020_22300,0.047,0.058,0.038,0.023,0.029,0.038,0.102,0.056,0.053,0.02
R7A2020_22305,0.038,0.073,0.035,0.023,0.035,0.044,0.073,0.032,0.041,0.032
R7A2020_22310,0.012,0.035,0.016,0.011,0.016,0.02,0.031,0.011,0.01,0.011
R7A2020_22315,0.018,0.043,0.015,0.015,0.019,0.019,0.044,0.019,0.018,0.019
R7A2020_22320,0.005,0.011,0.003,0.003,0.005,0.011,0.013,0.005,0.003,0.006
R7A2020_22325,0.023,0.042,0.017,0.012,0.017,0.021,0.048,0.019,0.017,0.021
R7A2020_22330,0.024,0.052,0.029,0.029,0.024,0.033,0.052,0.024,0.019,0.024
R7A2020_22335,0,0,0,0,0,0.001,0,0,0,0
R7A2020_22340,0.002,0.002,0,0,0.002,0.006,0.006,0.002,0.004,0
R7A2020_22345,0.055,0.095,0.053,0.035,0.039,0.055,0.099,0.035,0.069,0.041
R7A2020_22350,0.047,0.069,0.039,0.035,0.023,0.042,0.085,0.037,0.05,0.026
R7A2020_22355,0.075,0.111,0.069,0.055,0.037,0.057,0.121,0.062,0.064,0.028
R7A2020_22360,0.06,0.083,0.041,0.045,0.032,0.063,0.115,0.056,0.063,0.044
R7A2020_22365,0.038,0.091,0.047,0.042,0.038,0.045,0.083,0.032,0.048,0.029
R7A2020_22370,0.027,0.085,0.037,0.031,0.048,0.044,0.065,0.024,0.027,0.034
R7A2020_22375,0.102,0.147,0.078,0.071,0.071,0.107,0.177,0.094,0.082,0.09
R7A2020_22380,0.068,0.113,0.044,0.054,0.054,0.072,0.122,0.055,0.054,0.057
R7A2020_22385,0.082,0.139,0.075,0.059,0.077,0.084,0.177,0.102,0.098,0.077
R7A2020_22390,0.071,0.127,0.061,0.062,0.08,0.081,0.148,0.071,0.073,0.079
R7A2020_22395,0.042,0.087,0.04,0.033,0.039,0.038,0.087,0.04,0.041,0.031
R7A2020_22400,0.093,0.147,0.073,0.063,0.059,0.068,0.131,0.063,0.066,0.049
R7A2020_22405,0.058,0.134,0.076,0.065,0.069,0.06,0.148,0.069,0.085,0.058
R7A2020_22410,0.044,0.088,0.026,0.048,0.026,0.066,0.092,0.044,0.04,0.044
R7A2020_22415,0.072,0.123,0.059,0.06,0.06,0.071,0.149,0.088,0.074,0.044
R7A2020_22420,0.022,0.056,0.022,0.03,0.016,0.032,0.07,0.042,0.028,0.02
R7A2020_22425,0.056,0.116,0.062,0.051,0.059,0.065,0.115,0.056,0.054,0.043
R7A2020_22430,0.054,0.107,0.053,0.027,0.058,0.064,0.108,0.051,0.058,0.043
R7A2020_22435,0.071,0.128,0.057,0.067,0.064,0.076,0.133,0.063,0.068,0.05
R7A2020_22440,0.053,0.111,0.062,0.05,0.05,0.057,0.103,0.043,0.055,0.039
R7A2020_22445,0.051,0.091,0.051,0.045,0.036,0.058,0.089,0.037,0.052,0.036
R7A2020_22450,0.026,0.053,0.021,0.016,0.021,0.037,0.058,0.021,0.021,0.021
R7A2020_22455,0.053,0.081,0.037,0.024,0.045,0.057,0.093,0.057,0.033,0.037
R7A2020_22460,0.057,0.091,0.062,0.033,0.053,0.076,0.115,0.069,0.057,0.053
R7A2020_22465,0.051,0.09,0.047,0.036,0.039,0.071,0.129,0.049,0.062,0.058
R7A2020_22470,0.063,0.11,0.048,0.051,0.07,0.048,0.129,0.055,0.066,0.07
R7A2020_22475,0.026,0.046,0.023,0.02,0.018,0.031,0.073,0.032,0.026,0.028
R7A2020_22480,0.022,0.041,0.014,0.02,0.017,0.02,0.052,0.026,0.023,0.023
R7A2020_22485,0.064,0.084,0.041,0.025,0.043,0.061,0.102,0.023,0.061,0.046
R7A2020_22490,0.034,0.061,0.022,0.017,0.034,0.028,0.073,0.011,0.045,0.017
R7A2020_22495,0.041,0.104,0.041,0.054,0.027,0.05,0.127,0.05,0.05,0.045
R7A2020_22500,0.045,0.07,0.025,0.03,0.045,0.03,0.05,0.01,0.025,0.025
R7A2020_22505,0.05,0.095,0.032,0.054,0.027,0.054,0.145,0.063,0.05,0.041
R7A2020_22510,0.045,0.089,0.045,0.037,0.036,0.063,0.103,0.052,0.053,0.032
R7A2020_22515,0.031,0.037,0.012,0.019,0.006,0.019,0.068,0.025,0.025,0.025
R7A2020_22520,0.011,0.052,0.023,0.017,0.011,0.023,0.069,0.04,0.017,0.017
R7A2020_22525,0.007,0.005,0.002,0.005,0,0.005,0.007,0.002,0.005,0.002
R7A2020_22530,0.047,0.07,0.038,0.018,0.035,0.035,0.079,0.026,0.044,0.038
R7A2020_22535,0.091,0.091,0.052,0.017,0.03,0.074,0.091,0.022,0.039,0.043
R7A2020_22540,0.04,0.036,0.02,0.004,0.008,0.048,0.028,0.012,0.016,0.004
R7A2020_22545,0.07,0.106,0.066,0.043,0.034,0.072,0.092,0.04,0.061,0.036
R7A2020_22550,0.043,0.048,0.011,0.032,0.011,0.032,0.048,0.016,0.021,0.027
R7A2020_22555,0.016,0.043,0.013,0.016,0.02,0.02,0.052,0.02,0.026,0.017
R7A2020_22560,0.015,0.04,0.016,0.018,0.015,0.045,0.072,0.034,0.03,0.021
R7A2020_22565,0.038,0.067,0.014,0.019,0.029,0.048,0.062,0.014,0.043,0.024
R7A2020_22570,0.026,0.063,0.031,0.028,0.021,0.036,0.065,0.036,0.03,0.026
R7A2020_22575,0.04,0.074,0.039,0.027,0.034,0.044,0.088,0.043,0.039,0.034
R7A2020_22580,0.083,0.086,0.055,0.046,0.046,0.063,0.083,0.06,0.052,0.043
R7A2020_22585,0.041,0.076,0.023,0.047,0.018,0.023,0.047,0.012,0.012,0.035
R7A2020_22590,0.013,0.041,0.016,0.009,0.022,0.028,0.044,0.019,0.016,0.013
R7A2020_22595,0.033,0.056,0.03,0.019,0.019,0.045,0.074,0.033,0.033,0.026
R7A2020_22600,0.05,0.117,0.05,0.05,0.048,0.065,0.13,0.058,0.05,0.056
R7A2020_22605,0.048,0.101,0.045,0.053,0.044,0.07,0.117,0.056,0.047,0.055
R7A2020_22610,0.045,0.076,0.038,0.035,0.032,0.044,0.083,0.038,0.043,0.031
R7A2020_22615,0.054,0.096,0.05,0.042,0.042,0.054,0.092,0.046,0.046,0.017
R7A2020_22620,0.064,0.077,0.034,0.04,0.04,0.034,0.111,0.057,0.051,0.054
R7A2020_22625,0.062,0.117,0.062,0.056,0.056,0.08,0.13,0.068,0.086,0.049
R7A2020_22630,0.058,0.102,0.053,0.045,0.046,0.054,0.121,0.046,0.07,0.046
R7A2020_22635,0.076,0.101,0.065,0.039,0.048,0.081,0.11,0.07,0.053,0.031
R7A2020_22640,0.046,0.082,0.038,0.034,0.034,0.034,0.068,0.03,0.034,0.026
R7A2020_22645,0.057,0.107,0.044,0.042,0.055,0.047,0.091,0.042,0.055,0.039
R7A2020_22650,0.052,0.118,0.069,0.045,0.042,0.052,0.113,0.061,0.045,0.037
R7A2020_22655,0.049,0.111,0.052,0.042,0.062,0.056,0.088,0.042,0.039,0.036
R7A2020_22660,0.063,0.128,0.065,0.053,0.046,0.051,0.106,0.051,0.041,0.041
R7A2020_22665,0.046,0.099,0.053,0.035,0.035,0.063,0.137,0.07,0.074,0.053
R7A2020_22670,0.059,0.102,0.052,0.054,0.048,0.065,0.134,0.068,0.057,0.054
R7A2020_22675,0.051,0.11,0.067,0.053,0.048,0.061,0.12,0.064,0.056,0.04
R7A2020_22680,0.071,0.125,0.067,0.055,0.06,0.059,0.141,0.065,0.067,0.072
R7A2020_22685,0.017,0.078,0.034,0.039,0.022,0.017,0.078,0.022,0.028,0.061
R7A2020_22690,0.037,0.075,0.037,0.029,0.03,0.038,0.071,0.026,0.04,0.027
R7A2020_22695,0.041,0.054,0.022,0.03,0.023,0.03,0.066,0.032,0.035,0.019
R7A2020_22700,0.038,0.066,0.038,0.025,0.035,0.035,0.063,0.03,0.03,0.023
R7A2020_22705,0.032,0.064,0.028,0.021,0.022,0.039,0.064,0.036,0.021,0.026
R7A2020_22710,0.009,0.03,0.019,0.009,0.014,0.012,0.039,0.012,0.021,0.016
R7A2020_22715,0.033,0.079,0.042,0.021,0.045,0.04,0.079,0.037,0.031,0.025
R7A2020_22720,0.045,0.091,0.041,0.041,0.046,0.054,0.092,0.043,0.038,0.042
R7A2020_22725,0.036,0.069,0.029,0.034,0.018,0.034,0.117,0.054,0.045,0.038
R7A2020_22730,0.04,0.117,0.049,0.038,0.053,0.049,0.109,0.056,0.051,0.031
R7A2020_22735,0.059,0.096,0.05,0.039,0.039,0.048,0.079,0.028,0.039,0.024
R7A2020_22740,0.027,0.073,0.032,0.032,0.046,0.041,0.061,0.022,0.034,0.024
R7A2020_22745,0.069,0.069,0.042,0.037,0.011,0.048,0.079,0.037,0.042,0.037
R7A2020_22750,0.034,0.055,0.033,0.025,0.013,0.031,0.046,0.015,0.028,0.013
R7A2020_22755,0.032,0.053,0.005,0.042,0.016,0.032,0.042,0.005,0.021,0.026
R7A2020_22760,0.033,0.068,0.027,0.025,0.029,0.037,0.043,0.016,0.027,0.019
R7A2020_22765,0.003,0,0,0,0,0.003,0.011,0.003,0.005,0.003
R7A2020_22770,0.038,0.069,0.044,0.025,0.025,0.063,0.088,0.038,0.031,0.025
R7A2020_22775,0.038,0.07,0.033,0.034,0.03,0.048,0.065,0.034,0.037,0.028
R7A2020_22780,0,0.013,0.013,0.006,0,0.031,0.019,0,0.019,0.006
R7A2020_22785,0,0,0,0,0,0,0,0,0,0
R7A2020_22790,0.007,0.004,0.004,0,0.002,0.011,0.022,0.002,0.009,0.013
R7A2020_22795,0.005,0.038,0.011,0.011,0.022,0.043,0.054,0.016,0.022,0.032
R7A2020_22800,0.004,0.017,0.009,0.009,0.009,0.017,0.013,0,0.009,0.004
R7A2020_22805,0,0,0,0,0,0,0,0,0,0
R7A2020_22810,0.016,0.007,0,0.004,0.002,0.016,0.013,0.004,0.002,0.004
R7A2020_22815,0.012,0.02,0.008,0.01,0.008,0.017,0.025,0.009,0.013,0.007
R7A2020_22820,0.037,0.062,0.025,0.023,0.034,0.043,0.071,0.032,0.03,0.034
R7A2020_22825,0.036,0.057,0.027,0.024,0.021,0.051,0.072,0.024,0.03,0.039
R7A2020_22830,0.02,0.036,0.015,0.01,0.015,0.041,0.056,0.015,0.02,0.02
R7A2020_22835,0.063,0.096,0.052,0.048,0.039,0.064,0.103,0.048,0.056,0.032
R7A2020_22840,0,0,0,0,0,0,0,0,0,0
R7A2020_22845,0.054,0.1,0.057,0.05,0.046,0.054,0.138,0.046,0.073,0.069
R7A2020_22850,0,0.03,0.015,0.015,0,0.015,0.015,0,0,0.015
R7A2020_22855,0.095,0.147,0.091,0.071,0.079,0.096,0.169,0.081,0.091,0.071
R7A2020_22860,0.059,0.121,0.06,0.051,0.064,0.079,0.151,0.091,0.079,0.056
R7A2020_22865,0.092,0.146,0.067,0.067,0.083,0.042,0.154,0.046,0.088,0.046
R7A2020_22870,0,0,0,0,0,0,0,0,0,0
R7A2020_22875,0.042,0.084,0.041,0.039,0.031,0.045,0.086,0.036,0.045,0.031
R7A2020_22880,0.074,0.143,0.086,0.048,0.05,0.071,0.145,0.08,0.071,0.053
R7A2020_22885,0.066,0.033,0.01,0.014,0.016,0.063,0.036,0.01,0.014,0.019
R7A2020_22890,0.071,0.053,0.007,0.022,0.033,0.1,0.071,0.022,0.017,0.045
R7A2020_22895,0.062,0.111,0.074,0.051,0.046,0.081,0.106,0.058,0.06,0.051
R7A2020_22900,0.039,0.098,0.054,0.039,0.034,0.044,0.098,0.059,0.034,0.025
R7A2020_22905,0.043,0.092,0.043,0.048,0.039,0.034,0.048,0.014,0.024,0.01
R7A2020_22910,0.041,0.092,0.041,0.046,0.041,0.051,0.133,0.072,0.056,0.056
R7A2020_22915,0.034,0.103,0.063,0.046,0.04,0.057,0.109,0.046,0.069,0.034
R7A2020_22920,0.052,0.089,0.033,0.044,0.047,0.058,0.101,0.044,0.045,0.044
R7A2020_22925,0.087,0.141,0.082,0.06,0.067,0.086,0.138,0.08,0.072,0.067
R7A2020_22930,0.059,0.092,0.045,0.037,0.037,0.059,0.123,0.064,0.06,0.047
R7A2020_22935,0.09,0.112,0.055,0.054,0.058,0.073,0.131,0.067,0.049,0.065
R7A2020_22940,0.056,0.093,0.045,0.046,0.046,0.051,0.119,0.06,0.042,0.054
R7A2020_22945,0.06,0.119,0.065,0.059,0.05,0.074,0.125,0.063,0.063,0.044
R7A2020_22950,0.063,0.111,0.056,0.052,0.06,0.074,0.118,0.054,0.068,0.051
R7A2020_22955,0.027,0.128,0.081,0.027,0.047,0.02,0.114,0.054,0.06,0.047
R7A2020_22960,0.056,0.103,0.048,0.032,0.063,0.032,0.111,0.024,0.04,0.056
R7A2020_22965,0.048,0.085,0.048,0.055,0.036,0.042,0.121,0.055,0.036,0.061
R7A2020_22970,0.075,0.12,0.067,0.049,0.058,0.072,0.134,0.067,0.068,0.045
R7A2020_22975,0.083,0.147,0.084,0.077,0.077,0.094,0.157,0.068,0.083,0.073
R7A2020_22980,0.093,0.142,0.085,0.077,0.064,0.096,0.168,0.086,0.093,0.068
R7A2020_22985,0.051,0.083,0.037,0.044,0.029,0.049,0.11,0.047,0.061,0.049
R7A2020_22990,0.063,0.107,0.052,0.051,0.045,0.061,0.113,0.046,0.052,0.048
R7A2020_22995,0.061,0.105,0.059,0.052,0.049,0.055,0.11,0.052,0.06,0.042
R7A2020_23000,0.058,0.112,0.057,0.058,0.052,0.061,0.115,0.058,0.066,0.043
R7A2020_23005,0.016,0.039,0.018,0.016,0.016,0.013,0.034,0.01,0.013,0.023
R7A2020_23010,0.011,0.023,0.006,0,0.017,0,0.017,0,0.006,0.011
R7A2020_23015,0.068,0.11,0.051,0.051,0.056,0.07,0.123,0.061,0.057,0.052
R7A2020_23020,0.043,0.081,0.043,0.041,0.029,0.053,0.08,0.032,0.042,0.035
R7A2020_23025,0.021,0.058,0.027,0.028,0.02,0.037,0.066,0.033,0.021,0.029
R7A2020_23030,0.064,0.096,0.041,0.053,0.041,0.057,0.089,0.043,0.041,0.034
R7A2020_23035,0.073,0.139,0.08,0.061,0.058,0.088,0.171,0.103,0.103,0.051
R7A2020_23040,0.043,0.064,0.03,0.021,0.047,0.021,0.073,0.03,0.039,0.026
R7A2020_23045,0.006,0,0,0,0,0,0,0,0,0
R7A2020_23050,0.081,0.12,0.06,0.069,0.057,0.078,0.143,0.071,0.071,0.06
R7A2020_23055,0.066,0.086,0.042,0.032,0.049,0.078,0.105,0.051,0.059,0.047
R7A2020_23060,0.05,0.072,0.05,0.032,0.023,0.063,0.063,0.027,0.027,0.027
R7A2020_23065,0,0,0,0,0,0,0,0,0,0
R7A2020_23070,0.04,0.082,0.042,0.028,0.034,0.051,0.093,0.041,0.047,0.032
R7A2020_23075,0.034,0.071,0.031,0.034,0.031,0.058,0.106,0.054,0.054,0.043
R7A2020_23080,0.023,0.023,0.011,0.009,0.007,0.038,0.032,0.011,0.011,0.014
R7A2020_23085,0.069,0.103,0.058,0.055,0.041,0.048,0.103,0.055,0.055,0.038
R7A2020_23090,0.041,0.081,0.043,0.041,0.037,0.065,0.098,0.053,0.051,0.033
R7A2020_23095,0.029,0.061,0.034,0.029,0.032,0.054,0.088,0.039,0.034,0.057
R7A2020_23100,0.068,0.117,0.075,0.049,0.053,0.068,0.117,0.068,0.045,0.053
R7A2020_23105,0.061,0.141,0.076,0.053,0.057,0.073,0.153,0.08,0.067,0.063
R7A2020_23110,0.09,0.133,0.077,0.056,0.076,0.105,0.16,0.08,0.084,0.076
R7A2020_23115,0.034,0.069,0.042,0.026,0.032,0.038,0.101,0.044,0.044,0.051
R7A2020_23120,0.041,0.075,0.031,0.039,0.052,0.034,0.098,0.052,0.052,0.044
R7A2020_23125,0.029,0.065,0.032,0.023,0.023,0.042,0.081,0.039,0.023,0.032
R7A2020_23130,0.033,0.078,0.044,0.031,0.039,0.044,0.067,0.033,0.031,0.036
R7A2020_23135,0.075,0.127,0.075,0.058,0.064,0.079,0.134,0.07,0.07,0.055
R7A2020_23140,0.068,0.124,0.062,0.062,0.057,0.075,0.133,0.066,0.073,0.043
R7A2020_23145,0.076,0.114,0.064,0.052,0.047,0.048,0.128,0.074,0.058,0.052
R7A2020_23150,0.043,0.064,0.031,0.028,0.031,0.035,0.071,0.031,0.035,0.026
R7A2020_23155,0.07,0.11,0.037,0.047,0.06,0.06,0.11,0.047,0.05,0.055
R7A2020_23160,0.052,0.097,0.053,0.049,0.044,0.053,0.096,0.037,0.047,0.045
R7A2020_23165,0.05,0.098,0.051,0.043,0.038,0.049,0.106,0.05,0.062,0.038
R7A2020_23170,0.029,0.082,0.035,0.026,0.041,0.047,0.097,0.038,0.044,0.044
R7A2020_23175,0.079,0.134,0.082,0.067,0.069,0.092,0.114,0.072,0.067,0.059
R7A2020_23180,0.048,0.11,0.054,0.045,0.051,0.048,0.088,0.031,0.051,0.034
R7A2020_23185,0.053,0.11,0.051,0.047,0.051,0.055,0.106,0.048,0.045,0.045
R7A2020_23190,0.065,0.115,0.047,0.057,0.055,0.064,0.128,0.062,0.051,0.059
R7A2020_23195,0.056,0.095,0.056,0.043,0.036,0.056,0.104,0.032,0.063,0.045
R7A2020_23200,0,0,0,0,0,0,0.003,0.003,0,0
R7A2020_23205,0.059,0.107,0.061,0.054,0.047,0.083,0.117,0.062,0.068,0.047
R7A2020_23210,0,0.002,0.001,0.001,0,0,0.001,0,0.001,0
R7A2020_23215,0,0.001,0.001,0,0,0,0.001,0,0.001,0
R7A2020_23220,0,0,0,0,0,0,0,0,0,0
R7A2020_23225,0,0,0,0,0,0,0,0,0,0
R7A2020_23230,0.035,0.014,0.001,0.001,0.011,0.047,0.013,0,0.001,0.011
R7A2020_23235,0.046,0.097,0.048,0.046,0.038,0.077,0.127,0.064,0.05,0.055
R7A2020_23240,0.048,0.116,0.06,0.044,0.036,0.06,0.131,0.044,0.076,0.048
R7A2020_23245,0,0,0,0,0,0.002,0.002,0.002,0,0
R7A2020_23250,0.062,0.1,0.059,0.042,0.051,0.053,0.124,0.066,0.065,0.05
R7A2020_23255,0.014,0.018,0.006,0.007,0.006,0.024,0.019,0.006,0.007,0.007
R7A2020_23260,0,0,0,0,0,0,0,0,0,0
R7A2020_23265,0,0,0,0,0,0,0,0,0,0
R7A2020_23270,0,0,0,0,0,0,0,0,0,0
R7A2020_23275,0,0,0,0,0,0,0,0,0,0
R7A2020_23280,0.091,0.15,0.09,0.076,0.072,0.085,0.157,0.074,0.084,0.07
R7A2020_23285,0.053,0.116,0.057,0.055,0.046,0.055,0.106,0.054,0.049,0.043
R7A2020_23290,0,0,0,0,0,0,0,0,0,0
R7A2020_23295,0,0.009,0.005,0,0.009,0.005,0.009,0,0.009,0
R7A2020_23300,0.03,0.052,0.026,0.022,0.022,0.024,0.054,0.018,0.03,0.022
R7A2020_23305,0.059,0.113,0.058,0.051,0.045,0.082,0.138,0.066,0.07,0.054
R7A2020_23310,0.08,0.127,0.065,0.058,0.065,0.083,0.138,0.076,0.065,0.058
R7A2020_23315,0.076,0.125,0.073,0.063,0.064,0.111,0.17,0.104,0.075,0.082
R7A2020_23320,0.066,0.117,0.061,0.061,0.058,0.079,0.128,0.069,0.066,0.044
R7A2020_23325,0.099,0.147,0.096,0.083,0.083,0.09,0.167,0.087,0.074,0.087
R7A2020_23330,0.091,0.166,0.081,0.085,0.082,0.089,0.172,0.083,0.097,0.074
R7A2020_23335,0,0,0,0,0,0,0,0,0,0
R7A2020_23340,0.073,0.117,0.054,0.059,0.054,0.066,0.133,0.062,0.061,0.054
R7A2020_23345,0.016,0.026,0.007,0.011,0.014,0.012,0.023,0.011,0.007,0.009
R7A2020_23350,0.071,0.024,0.009,0.007,0.012,0.071,0.04,0.015,0.017,0.015
R7A2020_23355,0.075,0.086,0.049,0.03,0.043,0.049,0.083,0.037,0.037,0.04
R7A2020_23360,0.074,0.149,0.069,0.074,0.09,0.101,0.181,0.064,0.09,0.101
R7A2020_23365,0.09,0.171,0.097,0.09,0.088,0.083,0.134,0.067,0.06,0.056
R7A2020_23370,0.066,0.12,0.06,0.061,0.063,0.065,0.152,0.074,0.093,0.065
R7A2020_23375,0.084,0.13,0.074,0.063,0.074,0.088,0.137,0.072,0.07,0.062
R7A2020_23380,0.044,0.078,0.034,0.03,0.029,0.044,0.084,0.035,0.027,0.042
R7A2020_23385,0.066,0.149,0.072,0.072,0.057,0.052,0.121,0.063,0.052,0.055
R7A2020_23390,0.066,0.121,0.064,0.06,0.054,0.069,0.131,0.068,0.072,0.046
R7A2020_23395,0.003,0.004,0.003,0,0.001,0.001,0.007,0.004,0,0.004
R7A2020_23400,0.002,0,0,0,0,0,0,0,0,0
R7A2020_23405,0.053,0.117,0.061,0.056,0.056,0.065,0.114,0.065,0.053,0.035
R7A2020_23410,0.04,0.084,0.047,0.04,0.034,0.04,0.077,0.037,0.051,0.04
R7A2020_23415,0.054,0.108,0.06,0.041,0.049,0.061,0.114,0.059,0.055,0.046
R7A2020_23420,0.047,0.091,0.04,0.051,0.047,0.054,0.088,0.037,0.051,0.034
R7A2020_23425,0.065,0.116,0.074,0.043,0.047,0.067,0.113,0.055,0.053,0.053
R7A2020_23430,0.062,0.101,0.053,0.05,0.047,0.053,0.09,0.034,0.046,0.035
R7A2020_23435,0.055,0.118,0.061,0.05,0.057,0.057,0.129,0.058,0.061,0.052
R7A2020_23440,0.044,0.061,0.023,0.027,0.025,0.052,0.065,0.031,0.038,0.017
R7A2020_23445,0.061,0.121,0.058,0.057,0.063,0.092,0.117,0.058,0.069,0.057
R7A2020_23450,0.055,0.103,0.036,0.055,0.048,0.055,0.127,0.055,0.055,0.024
R7A2020_23455,0.079,0.147,0.071,0.074,0.068,0.077,0.166,0.079,0.079,0.071
R7A2020_23460,0.049,0.087,0.04,0.043,0.04,0.058,0.113,0.043,0.063,0.05
R7A2020_23465,0.065,0.1,0.052,0.05,0.047,0.085,0.118,0.053,0.058,0.056
R7A2020_23470,0.067,0.141,0.08,0.063,0.064,0.074,0.145,0.068,0.073,0.061
R7A2020_23475,0.069,0.115,0.059,0.049,0.047,0.064,0.157,0.061,0.074,0.069
R7A2020_23480,0.086,0.122,0.069,0.067,0.06,0.064,0.141,0.064,0.084,0.033
R7A2020_23485,0.055,0.142,0.088,0.061,0.058,0.076,0.139,0.067,0.07,0.055
R7A2020_23490,0,0,0,0,0,0,0,0,0,0
R7A2020_23495,0.022,0.067,0.037,0.06,0.022,0.045,0.06,0.022,0.022,0.03
R7A2020_23500,0.054,0.128,0.057,0.051,0.074,0.068,0.134,0.052,0.057,0.065
R7A2020_23505,0.07,0.124,0.049,0.062,0.067,0.062,0.129,0.07,0.065,0.057
R7A2020_23510,0.056,0.099,0.059,0.028,0.034,0.04,0.09,0.05,0.04,0.04
R7A2020_23515,0.032,0.059,0.032,0.023,0.023,0.045,0.072,0.018,0.045,0.023
R7A2020_23520,0.08,0.142,0.079,0.068,0.067,0.091,0.145,0.076,0.073,0.071
R7A2020_23525,0.078,0.039,0.007,0.015,0.021,0.085,0.034,0.011,0.006,0.019
R7A2020_23530,0.008,0.01,0.005,0.003,0.007,0.008,0.022,0.007,0.008,0.01
R7A2020_23535,0.077,0.094,0.046,0.046,0.037,0.072,0.124,0.048,0.07,0.033
R7A2020_23540,0.064,0.116,0.063,0.051,0.053,0.068,0.113,0.054,0.057,0.047
R7A2020_23545,0.056,0.106,0.06,0.049,0.055,0.056,0.12,0.054,0.061,0.054
R7A2020_23550,0.075,0.138,0.089,0.073,0.062,0.079,0.141,0.084,0.067,0.053
R7A2020_23555,0.047,0.109,0.046,0.053,0.038,0.07,0.103,0.049,0.047,0.04
R7A2020_23560,0.074,0.134,0.068,0.061,0.068,0.07,0.13,0.061,0.072,0.058
R7A2020_23565,0.047,0.073,0.021,0.017,0.03,0.03,0.107,0.052,0.034,0.047
R7A2020_23570,0.042,0.09,0.051,0.038,0.031,0.055,0.09,0.039,0.045,0.039
R7A2020_23575,0.038,0.057,0.027,0.021,0.022,0.05,0.044,0.01,0.018,0.018
R7A2020_23580,0.019,0.021,0.007,0.001,0.015,0.033,0.024,0.013,0.009,0.009
R7A2020_23585,0.056,0.115,0.065,0.052,0.05,0.054,0.095,0.043,0.052,0.05
R7A2020_23590,0.072,0.138,0.07,0.069,0.063,0.083,0.144,0.076,0.074,0.064
R7A2020_23595,0.022,0.043,0.032,0.011,0.011,0.043,0.118,0.043,0.043,0.054
R7A2020_23600,0.066,0.119,0.071,0.049,0.059,0.069,0.12,0.06,0.065,0.051
R7A2020_23605,0.054,0.088,0.048,0.037,0.041,0.043,0.096,0.047,0.051,0.03
R7A2020_23610,0.004,0.008,0.003,0.005,0,0.008,0.006,0.004,0.001,0.001
R7A2020_23615,0.005,0.002,0.002,0,0,0.007,0.007,0,0.002,0.005
R7A2020_23620,0,0,0,0,0,0.002,0,0,0,0
R7A2020_23625,0,0,0,0,0,0,0,0,0,0
R7A2020_23630,0.018,0.043,0.014,0.016,0.02,0.029,0.051,0.029,0.022,0.029
R7A2020_23635,0.041,0.088,0.041,0.029,0.044,0.032,0.067,0.02,0.032,0.032
R7A2020_23640,0.049,0.038,0.01,0.022,0.012,0.063,0.02,0.01,0.006,0.002
R7A2020_23645,0.033,0.045,0.025,0.018,0.015,0.028,0.047,0.018,0.023,0.023
R7A2020_23650,0,0,0,0,0,0.009,0,0,0,0
R7A2020_23655,0.036,0.071,0.03,0.02,0.036,0.026,0.059,0.024,0.022,0.022
R7A2020_23660,0.07,0.105,0.05,0.061,0.055,0.075,0.121,0.061,0.054,0.048
R7A2020_23665,0.058,0.119,0.072,0.058,0.042,0.068,0.111,0.061,0.049,0.037
R7A2020_23670,0.046,0.099,0.063,0.043,0.023,0.056,0.079,0.033,0.023,0.036
R7A2020_23675,0.052,0.103,0.051,0.039,0.051,0.046,0.096,0.044,0.052,0.028
R7A2020_23680,0.012,0.015,0.01,0.007,0,0.022,0.02,0.007,0.005,0.01
R7A2020_23685,0.001,0,0,0,0,0,0,0,0,0
