locus_tag	ins_index.NSTY	ins_index.WTTY
R7A2020_19995	0.044	0.029
R7A2020_20000	0.050	0.043
R7A2020_20005	0.000	0.000
R7A2020_20010	0.054	0.041
R7A2020_20015	0.063	0.041
R7A2020_20020	0.066	0.073
R7A2020_20025	0.006	0.006
R7A2020_20030	0.037	0.045
R7A2020_20035	0.056	0.050
R7A2020_20040	0.040	0.025
R7A2020_20045	0.049	0.044
R7A2020_20050	0.084	0.063
R7A2020_20055	0.042	0.037
R7A2020_20060	0.006	0.006
R7A2020_20065	0.006	0.010
R7A2020_20065	0.006	0.010
R7A2020_20065	0.006	0.010
R7A2020_20070	0.078	0.055
R7A2020_20075	0.060	0.071
R7A2020_20080	0.057	0.058
R7A2020_20085	0.023	0.046
R7A2020_20090	0.039	0.053
R7A2020_20095	0.064	0.051
R7A2020_20100	0.068	0.068
R7A2020_20105	0.074	0.057
R7A2020_20110	0.041	0.036
R7A2020_20115	0.039	0.056
R7A2020_20120	0.061	0.058
R7A2020_20125	0.068	0.069
R7A2020_20130	0.076	0.073
R7A2020_20135	0.067	0.046
R7A2020_20140	0.000	0.000
R7A2020_20145	0.064	0.048
R7A2020_20150	0.041	0.049
R7A2020_20155	0.063	0.052
R7A2020_20160	0.047	0.059
R7A2020_20165	0.064	0.063
R7A2020_20170	0.040	0.051
R7A2020_20175	0.042	0.038
R7A2020_20180	0.010	0.029
R7A2020_20180	0.010	0.029
R7A2020_20185	0.070	0.062
R7A2020_20190	0.064	0.049
R7A2020_20195	0.076	0.106
R7A2020_20200	0.054	0.063
R7A2020_20205	0.045	0.047
R7A2020_20210	0.050	0.034
R7A2020_20215	0.056	0.034
R7A2020_20220	0.000	0.000
R7A2020_20225	0.020	0.021
R7A2020_20230	0.041	0.047
R7A2020_20235	0.050	0.039
R7A2020_20240	0.062	0.041
R7A2020_20245	0.069	0.063
R7A2020_20250	0.019	0.026
R7A2020_20255	0.076	0.058
R7A2020_20260	0.049	0.043
R7A2020_20265	0.022	0.037
R7A2020_20270	0.054	0.054
R7A2020_20275	0.075	0.033
R7A2020_20280	0.037	0.036
R7A2020_20285	0.055	0.036
R7A2020_20290	0.050	0.057
R7A2020_20295	0.061	0.054
R7A2020_20300	0.055	0.049
R7A2020_20305	0.062	0.029
R7A2020_20310	0.047	0.048
R7A2020_20315	0.043	0.056
R7A2020_20320	0.066	0.042
R7A2020_20325	0.055	0.057
R7A2020_20330	0.057	0.048
R7A2020_20335	0.047	0.037
R7A2020_20340	0.040	0.047
R7A2020_20345	0.054	0.041
R7A2020_20350	0.034	0.046
R7A2020_20355	0.057	0.051
R7A2020_20360	0.050	0.055
R7A2020_20365	0.041	0.048
R7A2020_20370	0.028	0.007
R7A2020_20370	0.028	0.007
R7A2020_20370	0.028	0.007
R7A2020_20375	0.039	0.025
R7A2020_20380	0.045	0.039
R7A2020_20385	0.043	0.051
R7A2020_20390	0.058	0.046
R7A2020_20395	0.035	0.027
R7A2020_20400	0.069	0.066
R7A2020_20405	0.055	0.050
R7A2020_20410	0.056	0.048
R7A2020_20415	0.040	0.053
R7A2020_20420	0.068	0.046
R7A2020_20425	0.065	0.065
R7A2020_20430	0.055	0.050
R7A2020_20435	0.071	0.050
R7A2020_20440	0.084	0.065
R7A2020_20445	0.000	0.000
R7A2020_20450	0.042	0.049
R7A2020_20455	0.043	0.041
R7A2020_20460	0.056	0.043
R7A2020_20465	0.068	0.041
R7A2020_20470	0.022	0.011
R7A2020_20475	0.050	0.040
R7A2020_20480	0.048	0.082
R7A2020_20485	0.036	0.050
R7A2020_20490	0.046	0.032
R7A2020_20495	0.060	0.039
R7A2020_20500	0.066	0.046
R7A2020_20505	0.077	0.068
R7A2020_20510	0.033	0.037
R7A2020_20515	0.032	0.024
R7A2020_20520	0.057	0.057
R7A2020_20525	0.052	0.058
R7A2020_20530	0.043	0.040
R7A2020_20535	0.025	0.025
R7A2020_20540	0.014	0.007
R7A2020_20545	0.034	0.027
R7A2020_20550	0.040	0.040
R7A2020_20555	0.060	0.058
R7A2020_20560	0.042	0.044
R7A2020_20565	0.000	0.000
R7A2020_20570	0.035	0.059
R7A2020_20575	0.006	0.012
R7A2020_20575	0.006	0.012
R7A2020_20580	0.064	0.068
R7A2020_20585	0.045	0.046
R7A2020_20590	0.045	0.045
R7A2020_20595	0.049	0.031
R7A2020_20600	0.000	0.001
R7A2020_20605	0.041	0.047
R7A2020_20610	0.007	0.035
R7A2020_20615	0.016	0.066
R7A2020_20620	0.000	0.000
R7A2020_20625	0.017	0.019
R7A2020_20630	0.056	0.072
R7A2020_20635	0.060	0.047
R7A2020_20640	0.080	0.065
R7A2020_20645	0.056	0.042
R7A2020_20650	0.003	0.006
R7A2020_20655	0.009	0.003
R7A2020_20655	0.009	0.003
R7A2020_20660	0.000	0.000
R7A2020_20665	0.001	0.003
R7A2020_20670	0.000	0.000
R7A2020_20675	0.076	0.059
R7A2020_20680	0.000	0.000
R7A2020_20685	0.006	0.002
R7A2020_20690	0.000	0.000
R7A2020_20695	0.061	0.081
R7A2020_20700	0.046	0.059
R7A2020_20705	0.065	0.058
R7A2020_20710	0.046	0.039
R7A2020_20715	0.029	0.043
R7A2020_20720	0.000	0.000
R7A2020_20725	0.070	0.049
R7A2020_20730	0.053	0.043
R7A2020_20735	0.041	0.043
R7A2020_20740	0.061	0.048
R7A2020_20745	0.059	0.049
R7A2020_20750	0.052	0.060
R7A2020_20755	0.047	0.049
R7A2020_20760	0.061	0.048
R7A2020_20765	0.047	0.046
R7A2020_20770	0.050	0.044
R7A2020_20775	0.043	0.054
R7A2020_20780	0.050	0.059
R7A2020_20785	0.049	0.053
R7A2020_20790	0.061	0.057
R7A2020_20795	0.052	0.053
R7A2020_20800	0.052	0.051
R7A2020_20805	0.056	0.070
R7A2020_20810	0.044	0.044
R7A2020_20815	0.058	0.024
R7A2020_20820	0.017	0.052
R7A2020_20825	0.060	0.045
R7A2020_20830	0.034	0.048
R7A2020_20835	0.048	0.048
R7A2020_20840	0.039	0.035
R7A2020_20845	0.036	0.033
R7A2020_20850	0.029	0.023
R7A2020_20855	0.031	0.034
R7A2020_20860	0.043	0.040
R7A2020_20865	0.042	0.027
R7A2020_20870	0.047	0.036
R7A2020_20870	0.047	0.036
R7A2020_20875	0.024	0.036
R7A2020_20880	0.036	0.037
R7A2020_20885	0.024	0.022
R7A2020_20890	0.010	0.001
R7A2020_20895	0.024	0.009
R7A2020_20900	0.077	0.092
R7A2020_20905	0.004	0.004
R7A2020_20910	0.009	0.016
R7A2020_20915	0.019	0.026
R7A2020_20915	0.019	0.026
R7A2020_20920	0.032	0.024
R7A2020_20920	0.032	0.024
R7A2020_20925	0.027	0.031
R7A2020_20930	0.049	0.033
R7A2020_20935	0.036	0.024
R7A2020_20935	0.036	0.024
R7A2020_20940	0.032	0.012
R7A2020_20940	0.032	0.012
R7A2020_20945	0.032	0.017
R7A2020_20945	0.032	0.017
R7A2020_20950	0.049	0.038
R7A2020_20955	0.044	0.033
R7A2020_20960	0.063	0.052
R7A2020_20965	0.047	0.039
R7A2020_20970	0.013	0.010
R7A2020_20975	0.020	0.030
R7A2020_20975	0.020	0.030
R7A2020_20980	0.059	0.055
R7A2020_20985	0.044	0.044
R7A2020_20990	0.051	0.042
R7A2020_20995	0.047	0.026
R7A2020_21000	0.000	0.000
R7A2020_21005	0.000	0.000
R7A2020_21010	0.034	0.036
R7A2020_21015	0.071	0.071
R7A2020_21020	0.078	0.070
R7A2020_21025	0.059	0.062
R7A2020_21030	0.039	0.039
R7A2020_21035	0.055	0.050
R7A2020_21040	0.047	0.049
R7A2020_21045	0.041	0.048
R7A2020_21050	0.054	0.052
R7A2020_21055	0.043	0.046
R7A2020_21060	0.064	0.054
R7A2020_21065	0.026	0.026
R7A2020_21070	0.004	0.000
R7A2020_21075	0.000	0.001
R7A2020_21080	0.000	0.000
R7A2020_21085	0.056	0.052
R7A2020_21090	0.101	0.080
R7A2020_21095	0.059	0.063
R7A2020_21100	0.070	0.060
R7A2020_21105	0.048	0.045
R7A2020_21110	0.044	0.037
R7A2020_21115	0.039	0.046
R7A2020_21120	0.034	0.034
R7A2020_21125	0.053	0.060
R7A2020_21130	0.058	0.044
R7A2020_21135	0.047	0.043
R7A2020_21140	0.043	0.053
R7A2020_21145	0.000	0.000
R7A2020_21150	0.002	0.000
R7A2020_21155	0.059	0.063
R7A2020_21160	0.055	0.052
R7A2020_21165	0.065	0.076
R7A2020_21170	0.000	0.000
R7A2020_21175	0.060	0.049
R7A2020_21180	0.049	0.065
R7A2020_21185	0.043	0.076
R7A2020_21190	0.070	0.049
R7A2020_21195	0.053	0.045
R7A2020_21200	0.043	0.046
R7A2020_21205	0.051	0.033
R7A2020_21210	0.067	0.064
R7A2020_21215	0.054	0.053
R7A2020_21220	0.085	0.073
R7A2020_21225	0.056	0.042
R7A2020_21230	0.073	0.070
R7A2020_21235	0.052	0.046
R7A2020_21240	0.073	0.065
R7A2020_21245	0.059	0.054
R7A2020_21250	0.060	0.053
R7A2020_21255	0.043	0.053
R7A2020_21260	0.015	0.015
R7A2020_21265	0.039	0.060
R7A2020_21270	0.095	0.070
R7A2020_21275	0.046	0.036
R7A2020_21280	0.063	0.054
R7A2020_21285	0.047	0.050
R7A2020_21290	0.044	0.039
R7A2020_21295	0.000	0.000
R7A2020_21300	0.000	0.000
R7A2020_21305	0.000	0.000
R7A2020_21310	0.062	0.038
R7A2020_21315	0.030	0.039
R7A2020_21320	0.002	0.000
R7A2020_21325	0.049	0.054
R7A2020_21330	0.071	0.061
R7A2020_21335	0.055	0.063
R7A2020_21340	0.058	0.049
R7A2020_21345	0.061	0.054
R7A2020_21350	0.064	0.055
R7A2020_21355	0.002	0.000
R7A2020_21360	0.028	0.031
R7A2020_21365	0.000	0.000
R7A2020_21370	0.000	0.000
R7A2020_21375	0.039	0.047
R7A2020_21380	0.068	0.036
R7A2020_21385	0.047	0.047
R7A2020_21390	0.060	0.053
R7A2020_21395	0.074	0.051
R7A2020_21400	0.028	0.032
R7A2020_21400	0.028	0.032
R7A2020_21405	0.055	0.062
R7A2020_21410	0.055	0.097
R7A2020_21415	0.030	0.036
R7A2020_21420	0.056	0.047
R7A2020_21425	0.054	0.057
R7A2020_21430	0.070	0.077
R7A2020_21435	0.000	0.000
R7A2020_21440	0.040	0.043
R7A2020_21445	0.040	0.046
R7A2020_21450	0.068	0.052
R7A2020_21455	0.041	0.028
R7A2020_21460	0.008	0.024
R7A2020_21465	0.041	0.032
R7A2020_21470	0.060	0.042
R7A2020_21475	0.059	0.069
R7A2020_21480	0.059	0.042
R7A2020_21485	0.031	0.008
R7A2020_21490	0.056	0.057
R7A2020_21495	0.054	0.058
R7A2020_21500	0.061	0.051
R7A2020_21505	0.057	0.075
R7A2020_21510	0.075	0.038
R7A2020_21515	0.040	0.065
R7A2020_21520	0.050	0.048
R7A2020_21525	0.063	0.061
R7A2020_21530	0.066	0.046
R7A2020_21535	0.062	0.075
R7A2020_21540	0.040	0.038
R7A2020_21545	0.050	0.062
R7A2020_21550	0.028	0.027
R7A2020_21555	0.000	0.000
R7A2020_21560	0.057	0.054
R7A2020_21565	0.000	0.000
R7A2020_21570	0.050	0.050
R7A2020_21575	0.055	0.050
R7A2020_21580	0.005	0.003
R7A2020_21585	0.032	0.036
R7A2020_21590	0.050	0.059
R7A2020_21595	0.038	0.042
R7A2020_21600	0.040	0.056
R7A2020_21605	0.039	0.039
R7A2020_21610	0.059	0.042
R7A2020_21615	0.003	0.003
R7A2020_21620	0.035	0.022
R7A2020_21625	0.045	0.055
R7A2020_21630	0.000	0.000
R7A2020_21635	0.045	0.054
R7A2020_21640	0.030	0.059
R7A2020_21645	0.069	0.063
R7A2020_21650	0.069	0.057
R7A2020_21655	0.044	0.041
R7A2020_21660	0.039	0.049
R7A2020_21665	0.054	0.058
R7A2020_21670	0.058	0.059
R7A2020_21675	0.052	0.056
R7A2020_21680	0.050	0.058
R7A2020_21685	0.041	0.048
R7A2020_21690	0.053	0.048
R7A2020_21695	0.049	0.054
R7A2020_21700	0.028	0.022
R7A2020_21705	0.008	0.007
R7A2020_21710	0.016	0.015
R7A2020_21715	0.071	0.067
R7A2020_21720	0.053	0.053
R7A2020_21725	0.079	0.053
R7A2020_21730	0.057	0.052
R7A2020_21735	0.046	0.059
R7A2020_21740	0.064	0.071
R7A2020_21745	0.040	0.051
R7A2020_21750	0.027	0.041
R7A2020_21755	0.048	0.039
R7A2020_21760	0.046	0.027
R7A2020_21765	0.050	0.037
R7A2020_21770	0.038	0.048
R7A2020_21775	0.053	0.050
R7A2020_21780	0.027	0.047
R7A2020_21785	0.024	0.039
R7A2020_21790	0.046	0.043
R7A2020_21795	0.041	0.048
R7A2020_21800	0.054	0.054
R7A2020_21805	0.050	0.040
R7A2020_21810	0.053	0.043
R7A2020_21815	0.050	0.059
R7A2020_21820	0.055	0.045
R7A2020_21825	0.050	0.050
R7A2020_21830	0.057	0.036
R7A2020_21835	0.029	0.046
R7A2020_21840	0.047	0.041
R7A2020_21845	0.056	0.031
R7A2020_21850	0.035	0.047
R7A2020_21855	0.038	0.050
R7A2020_21860	0.047	0.048
R7A2020_21865	0.039	0.064
R7A2020_21870	0.050	0.057
R7A2020_21875	0.050	0.055
R7A2020_21880	0.051	0.049
R7A2020_21885	0.056	0.054
R7A2020_21890	0.041	0.056
R7A2020_21895	0.059	0.055
R7A2020_21900	0.047	0.053
R7A2020_21905	0.072	0.032
R7A2020_21910	0.015	0.040
R7A2020_21915	0.000	0.000
R7A2020_21920	0.000	0.000
R7A2020_21925	0.000	0.000
R7A2020_21930	0.029	0.062
R7A2020_21935	0.066	0.046
R7A2020_21940	0.043	0.034
R7A2020_21945	0.048	0.039
R7A2020_21950	0.048	0.045
R7A2020_21955	0.033	0.052
R7A2020_21960	0.046	0.043
R7A2020_21965	0.048	0.065
R7A2020_21970	0.054	0.042
R7A2020_21975	0.072	0.064
R7A2020_21980	0.045	0.042
R7A2020_21985	0.049	0.063
R7A2020_21990	0.031	0.037
R7A2020_21995	0.000	0.003
R7A2020_22000	0.053	0.061
R7A2020_22005	0.000	0.000
R7A2020_22010	0.050	0.047
R7A2020_22015	0.071	0.060
R7A2020_22020	0.050	0.057
R7A2020_22025	0.047	0.068
R7A2020_22030	0.000	0.000
R7A2020_22035	0.061	0.072
R7A2020_22040	0.058	0.059
R7A2020_22045	0.072	0.059
R7A2020_22050	0.054	0.050
R7A2020_22055	0.031	0.021
R7A2020_22060	0.047	0.049
R7A2020_22065	0.050	0.034
R7A2020_22070	0.050	0.040
R7A2020_22075	0.066	0.071
R7A2020_22080	0.035	0.017
R7A2020_22085	0.055	0.041
R7A2020_22090	0.051	0.051
R7A2020_22095	0.064	0.058
R7A2020_22100	0.032	0.038
R7A2020_22105	0.071	0.080
R7A2020_22110	0.051	0.062
R7A2020_22115	0.071	0.069
R7A2020_22120	0.067	0.068
R7A2020_22125	0.049	0.050
R7A2020_22130	0.051	0.054
R7A2020_22135	0.063	0.056
R7A2020_22140	0.040	0.042
R7A2020_22145	0.058	0.050
R7A2020_22150	0.061	0.067
R7A2020_22155	0.057	0.063
R7A2020_22160	0.056	0.039
R7A2020_22165	0.000	0.020
R7A2020_22165	0.000	0.020
R7A2020_22170	0.002	0.039
R7A2020_22175	0.057	0.045
R7A2020_22180	0.058	0.064
R7A2020_22185	0.066	0.084
R7A2020_22190	0.064	0.056
R7A2020_22195	0.042	0.048
R7A2020_22200	0.074	0.063
R7A2020_22205	0.067	0.073
R7A2020_22210	0.054	0.060
R7A2020_22215	0.049	0.042
R7A2020_22220	0.035	0.028
R7A2020_22225	0.037	0.046
R7A2020_22230	0.041	0.041
R7A2020_22235	0.017	0.028
R7A2020_22240	0.056	0.054
R7A2020_22245	0.051	0.073
R7A2020_22250	0.035	0.044
R7A2020_22255	0.074	0.080
R7A2020_22260	0.064	0.068
R7A2020_22265	0.064	0.059
R7A2020_22270	0.037	0.034
R7A2020_22275	0.077	0.048
R7A2020_22280	0.047	0.076
R7A2020_22285	0.030	0.043
R7A2020_22290	0.000	0.002
R7A2020_22295	0.056	0.033
R7A2020_22300	0.032	0.041
R7A2020_22305	0.035	0.050
R7A2020_22310	0.017	0.027
R7A2020_22310	0.017	0.027
R7A2020_22315	0.022	0.032
R7A2020_22320	0.014	0.010
R7A2020_22325	0.048	0.034
R7A2020_22330	0.024	0.014
R7A2020_22335	0.000	0.000
R7A2020_22340	0.009	0.004
R7A2020_22345	0.026	0.041
R7A2020_22350	0.028	0.023
R7A2020_22355	0.057	0.046
R7A2020_22360	0.049	0.045
R7A2020_22365	0.035	0.055
R7A2020_22370	0.034	0.034
R7A2020_22375	0.094	0.084
R7A2020_22380	0.041	0.054
R7A2020_22385	0.081	0.084
R7A2020_22390	0.051	0.081
R7A2020_22395	0.047	0.055
R7A2020_22400	0.044	0.061
R7A2020_22405	0.067	0.054
R7A2020_22410	0.029	0.029
R7A2020_22415	0.064	0.071
R7A2020_22420	0.026	0.028
R7A2020_22425	0.052	0.056
R7A2020_22430	0.053	0.049
R7A2020_22435	0.062	0.062
R7A2020_22440	0.060	0.071
R7A2020_22445	0.064	0.055
R7A2020_22450	0.037	0.048
R7A2020_22455	0.037	0.028
R7A2020_22460	0.064	0.057
R7A2020_22465	0.051	0.045
R7A2020_22470	0.074	0.088
R7A2020_22475	0.031	0.032
R7A2020_22480	0.023	0.045
R7A2020_22485	0.079	0.056
R7A2020_22490	0.039	0.028
R7A2020_22495	0.090	0.063
R7A2020_22500	0.085	0.050
R7A2020_22505	0.086	0.059
R7A2020_22510	0.064	0.055
R7A2020_22515	0.025	0.049
R7A2020_22520	0.023	0.040
R7A2020_22525	0.010	0.005
R7A2020_22530	0.038	0.038
R7A2020_22535	0.078	0.087
R7A2020_22540	0.040	0.052
R7A2020_22545	0.047	0.050
R7A2020_22550	0.053	0.032
R7A2020_22555	0.025	0.032
R7A2020_22560	0.049	0.039
R7A2020_22565	0.033	0.029
R7A2020_22570	0.060	0.051
R7A2020_22575	0.046	0.050
R7A2020_22580	0.049	0.078
R7A2020_22585	0.047	0.018
R7A2020_22590	0.031	0.041
R7A2020_22590	0.031	0.041
R7A2020_22595	0.037	0.033
R7A2020_22600	0.050	0.039
R7A2020_22605	0.061	0.069
R7A2020_22610	0.050	0.055
R7A2020_22615	0.050	0.038
R7A2020_22620	0.034	0.037
R7A2020_22625	0.080	0.056
R7A2020_22630	0.059	0.062
R7A2020_22635	0.067	0.084
R7A2020_22640	0.046	0.056
R7A2020_22645	0.039	0.078
R7A2020_22650	0.070	0.061
R7A2020_22655	0.082	0.052
R7A2020_22660	0.058	0.065
R7A2020_22665	0.074	0.049
R7A2020_22670	0.064	0.055
R7A2020_22675	0.086	0.061
R7A2020_22680	0.048	0.072
R7A2020_22685	0.022	0.017
R7A2020_22690	0.054	0.055
R7A2020_22695	0.058	0.052
R7A2020_22700	0.040	0.033
R7A2020_22705	0.054	0.047
R7A2020_22710	0.025	0.019
R7A2020_22710	0.025	0.019
R7A2020_22715	0.054	0.063
R7A2020_22720	0.063	0.074
R7A2020_22725	0.052	0.052
R7A2020_22730	0.060	0.053
R7A2020_22735	0.054	0.057
R7A2020_22740	0.034	0.046
R7A2020_22745	0.053	0.074
R7A2020_22750	0.040	0.049
R7A2020_22755	0.032	0.069
R7A2020_22760	0.035	0.035
R7A2020_22765	0.003	0.005
R7A2020_22770	0.050	0.038
R7A2020_22775	0.037	0.037
R7A2020_22780	0.013	0.019
R7A2020_22785	0.000	0.000
R7A2020_22790	0.007	0.011
R7A2020_22795	0.011	0.011
R7A2020_22795	0.011	0.011
R7A2020_22800	0.004	0.013
R7A2020_22805	0.000	0.000
R7A2020_22810	0.009	0.018
R7A2020_22815	0.008	0.013
R7A2020_22820	0.021	0.037
R7A2020_22825	0.030	0.063
R7A2020_22830	0.056	0.030
R7A2020_22835	0.063	0.064
R7A2020_22840	0.015	0.000
R7A2020_22845	0.038	0.057
R7A2020_22850	0.015	0.000
R7A2020_22855	0.064	0.069
R7A2020_22860	0.065	0.076
R7A2020_22865	0.067	0.096
R7A2020_22870	0.000	0.000
R7A2020_22875	0.043	0.035
R7A2020_22880	0.069	0.059
R7A2020_22885	0.042	0.049
R7A2020_22890	0.043	0.043
R7A2020_22895	0.055	0.051
R7A2020_22900	0.029	0.054
R7A2020_22905	0.014	0.039
R7A2020_22910	0.046	0.046
R7A2020_22915	0.034	0.040
R7A2020_22920	0.052	0.042
R7A2020_22925	0.070	0.056
R7A2020_22930	0.043	0.049
R7A2020_22935	0.058	0.046
R7A2020_22940	0.061	0.037
R7A2020_22945	0.038	0.039
R7A2020_22950	0.056	0.054
R7A2020_22955	0.034	0.027
R7A2020_22960	0.048	0.056
R7A2020_22965	0.024	0.048
R7A2020_22970	0.054	0.055
R7A2020_22975	0.055	0.074
R7A2020_22980	0.064	0.053
R7A2020_22985	0.054	0.054
R7A2020_22990	0.048	0.043
R7A2020_22995	0.052	0.059
R7A2020_23000	0.054	0.058
R7A2020_23005	0.018	0.013
R7A2020_23005	0.018	0.013
R7A2020_23010	0.017	0.023
R7A2020_23015	0.052	0.063
R7A2020_23020	0.045	0.049
R7A2020_23025	0.043	0.039
R7A2020_23030	0.059	0.071
R7A2020_23035	0.053	0.063
R7A2020_23040	0.034	0.034
R7A2020_23045	0.000	0.000
R7A2020_23050	0.034	0.045
R7A2020_23055	0.037	0.061
R7A2020_23060	0.054	0.050
R7A2020_23065	0.000	0.000
R7A2020_23070	0.044	0.045
R7A2020_23075	0.058	0.028
R7A2020_23080	0.025	0.027
R7A2020_23085	0.024	0.027
R7A2020_23090	0.037	0.055
R7A2020_23095	0.039	0.032
R7A2020_23100	0.060	0.038
R7A2020_23105	0.059	0.046
R7A2020_23110	0.058	0.053
R7A2020_23115	0.042	0.048
R7A2020_23120	0.041	0.034
R7A2020_23125	0.039	0.049
R7A2020_23130	0.036	0.042
R7A2020_23135	0.056	0.075
R7A2020_23140	0.043	0.047
R7A2020_23145	0.060	0.072
R7A2020_23150	0.036	0.033
R7A2020_23155	0.062	0.052
R7A2020_23160	0.062	0.066
R7A2020_23165	0.054	0.049
R7A2020_23170	0.059	0.050
R7A2020_23175	0.064	0.084
R7A2020_23180	0.042	0.040
R7A2020_23185	0.060	0.061
R7A2020_23190	0.055	0.053
R7A2020_23195	0.054	0.045
R7A2020_23200	0.000	0.000
R7A2020_23205	0.043	0.046
R7A2020_23210	0.001	0.001
R7A2020_23215	0.000	0.002
R7A2020_23220	0.000	0.000
R7A2020_23225	0.001	0.000
R7A2020_23230	0.043	0.031
R7A2020_23235	0.045	0.052
R7A2020_23240	0.064	0.016
R7A2020_23245	0.000	0.000
R7A2020_23250	0.030	0.033
R7A2020_23255	0.019	0.025
R7A2020_23260	0.000	0.000
R7A2020_23265	0.000	0.000
R7A2020_23270	0.000	0.000
R7A2020_23275	0.000	0.000
R7A2020_23280	0.063	0.054
R7A2020_23285	0.063	0.056
R7A2020_23290	0.000	0.000
R7A2020_23295	0.005	0.000
R7A2020_23300	0.018	0.018
R7A2020_23305	0.050	0.046
R7A2020_23310	0.033	0.051
R7A2020_23315	0.059	0.051
R7A2020_23320	0.046	0.058
R7A2020_23325	0.074	0.054
R7A2020_23330	0.060	0.071
R7A2020_23335	0.000	0.000
R7A2020_23340	0.062	0.067
R7A2020_23345	0.028	0.033
R7A2020_23350	0.048	0.050
R7A2020_23355	0.027	0.054
R7A2020_23360	0.043	0.069
R7A2020_23365	0.053	0.046
R7A2020_23370	0.056	0.066
R7A2020_23375	0.054	0.045
R7A2020_23380	0.027	0.041
R7A2020_23385	0.049	0.052
R7A2020_23390	0.050	0.059
R7A2020_23395	0.021	0.036
R7A2020_23400	0.015	0.017
R7A2020_23405	0.068	0.053
R7A2020_23410	0.030	0.027
R7A2020_23415	0.053	0.046
R7A2020_23420	0.051	0.030
R7A2020_23425	0.042	0.038
R7A2020_23430	0.065	0.049
R7A2020_23435	0.046	0.045
R7A2020_23440	0.035	0.033
R7A2020_23445	0.051	0.055
R7A2020_23450	0.036	0.042
R7A2020_23455	0.061	0.075
R7A2020_23460	0.057	0.065
R7A2020_23465	0.056	0.068
R7A2020_23470	0.061	0.066
R7A2020_23475	0.054	0.052
R7A2020_23480	0.041	0.064
R7A2020_23485	0.070	0.082
R7A2020_23490	0.000	0.000
R7A2020_23495	0.015	0.052
R7A2020_23500	0.059	0.059
R7A2020_23505	0.075	0.059
R7A2020_23510	0.034	0.046
R7A2020_23515	0.032	0.041
R7A2020_23520	0.059	0.068
R7A2020_23525	0.068	0.067
R7A2020_23530	0.005	0.005
R7A2020_23535	0.065	0.050
R7A2020_23540	0.051	0.043
R7A2020_23545	0.060	0.063
R7A2020_23550	0.053	0.061
R7A2020_23555	0.073	0.071
R7A2020_23560	0.072	0.047
R7A2020_23565	0.039	0.047
R7A2020_23570	0.056	0.050
R7A2020_23575	0.025	0.032
R7A2020_23580	0.015	0.015
R7A2020_23580	0.015	0.015
R7A2020_23585	0.052	0.052
R7A2020_23590	0.058	0.060
R7A2020_23595	0.011	0.022
R7A2020_23595	0.011	0.022
R7A2020_23600	0.052	0.052
R7A2020_23605	0.042	0.037
R7A2020_23610	0.006	0.000
R7A2020_23615	0.002	0.003
R7A2020_23620	0.000	0.000
R7A2020_23625	0.000	0.000
R7A2020_23630	0.035	0.045
R7A2020_23635	0.050	0.064
R7A2020_23640	0.040	0.059
R7A2020_23645	0.025	0.025
R7A2020_23650	0.000	0.000
R7A2020_23655	0.044	0.038
R7A2020_23660	0.059	0.059
R7A2020_23665	0.051	0.073
R7A2020_23670	0.066	0.043
R7A2020_23675	0.054	0.070
R7A2020_23680	0.027	0.025
R7A2020_23680	0.027	0.025
R7A2020_23685	0.000	0.001
R7A2020_23690	0.056	0.061
R7A2020_23695	0.061	0.073
R7A2020_23700	0.053	0.065
R7A2020_23705	0.072	0.062
R7A2020_23710	0.013	0.000
R7A2020_23715	0.001	0.002
R7A2020_23720	0.042	0.048
R7A2020_23725	0.046	0.031
R7A2020_23730	0.045	0.062
R7A2020_23735	0.037	0.048
R7A2020_23740	0.051	0.055
R7A2020_23745	0.037	0.038
R7A2020_23750	0.042	0.044
R7A2020_23755	0.051	0.038
R7A2020_23760	0.045	0.047
R7A2020_23765	0.035	0.045
R7A2020_23770	0.047	0.044
R7A2020_23775	0.037	0.044
R7A2020_23780	0.049	0.034
R7A2020_23785	0.042	0.041
R7A2020_23790	0.053	0.039
R7A2020_23795	0.038	0.034
R7A2020_23800	0.022	0.037
R7A2020_23805	0.060	0.018
R7A2020_23810	0.054	0.045
R7A2020_23815	0.043	0.047
R7A2020_23820	0.043	0.039
R7A2020_23825	0.002	0.002
R7A2020_23830	0.029	0.044
R7A2020_23835	0.029	0.047
R7A2020_23840	0.000	0.000
R7A2020_23845	0.039	0.056
R7A2020_23850	0.053	0.046
R7A2020_23855	0.055	0.060
R7A2020_23860	0.057	0.061
R7A2020_23865	0.001	0.002
R7A2020_23870	0.059	0.078
R7A2020_23875	0.041	0.046
R7A2020_23880	0.059	0.051
R7A2020_23885	0.028	0.037
R7A2020_23890	0.042	0.039
R7A2020_23895	0.028	0.035
R7A2020_23900	0.031	0.027
R7A2020_23905	0.024	0.037
R7A2020_23910	0.031	0.041
R7A2020_23915	0.088	0.067
R7A2020_23920	0.038	0.043
R7A2020_23925	0.049	0.041
R7A2020_23930	0.000	0.000
R7A2020_23935	0.046	0.037
R7A2020_23940	0.059	0.052
R7A2020_23945	0.063	0.054
R7A2020_23950	0.054	0.076
R7A2020_23955	0.053	0.056
R7A2020_23960	0.053	0.063
R7A2020_23965	0.046	0.060
R7A2020_23970	0.061	0.062
R7A2020_23975	0.063	0.067
R7A2020_23980	0.046	0.034
